age, workclass, fnlwgt, education, education-num, marital-status, occupation, relationship, race, sex, capital-gain, capital-loss, hours-per-week, native-country, salary
19, State-gov, 56424, 12th, 8, Never-married, Transport-moving, Own-child, Black, Male, 0, 0, 20, United-States, <=50K
59, Private, 154100, Masters, 14, Never-married, Sales, Not-in-family, White, Female, 27828, 0, 45, United-States, >50K
33, Local-gov, 156015, Assoc-voc, 11, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, <=50K
22, Private, 83315, HS-grad, 9, Never-married, Adm-clerical, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
32, Self-emp-inc, 343872, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 35, Haiti, <=50K
46, Private, 185385, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 65, United-States, >50K
62, ?, 302142, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 2961, 0, 30, United-States, <=50K
39, Private, 80324, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1977, 62, United-States, >50K
22, Private, 195075, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 38, United-States, <=50K
42, Private, 172297, Masters, 14, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 1902, 40, United-States, >50K
43, Private, 248094, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
25, Private, 121712, Bachelors, 13, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
30, Federal-gov, 164552, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 1876, 40, United-States, <=50K
28, Private, 378460, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 10520, 0, 60, United-States, >50K
22, ?, 22966, Some-college, 10, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 6, United-States, <=50K
50, Private, 48358, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 7688, 0, 40, United-States, >50K
56, Private, 149686, 9th, 5, Widowed, Machine-op-inspct, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
24, State-gov, 154432, Bachelors, 13, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K
30, Private, 302438, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
49, Federal-gov, 115784, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
40, Private, 96509, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, >50K
62, Private, 226733, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K
76, Private, 243768, 5th-6th, 3, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 20, United-States, <=50K
40, ?, 351161, Masters, 14, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 60, United-States, >50K
35, Private, 186934, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K
54, Self-emp-inc, 129432, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 40, United-States, >50K
20, Private, 258298, Some-college, 10, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 20, United-States, <=50K
56, Federal-gov, 156842, Some-college, 10, Separated, Other-service, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
55, Private, 141326, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
30, Private, 347166, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 13550, 0, 45, United-States, >50K
34, Local-gov, 213722, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 57, United-States, >50K
34, Federal-gov, 199934, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, Black, Male, 0, 0, 40, United-States, >50K
81, ?, 147097, Bachelors, 13, Widowed, ?, Not-in-family, White, Male, 0, 0, 5, United-States, <=50K
57, Private, 96779, 5th-6th, 3, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
65, ?, 117162, Assoc-voc, 11, Married-civ-spouse, ?, Wife, White, Female, 0, 0, 56, United-States, >50K
47, Private, 115613, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, >50K
42, Private, 45363, Assoc-acdm, 12, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, <=50K
39, Private, 121590, Some-college, 10, Never-married, Prof-specialty, Not-in-family, Black, Male, 4787, 0, 40, United-States, >50K
20, Private, 482732, HS-grad, 9, Never-married, Adm-clerical, Other-relative, White, Male, 0, 0, 24, United-States, <=50K
39, Private, 230329, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 35, United-States, <=50K
51, Private, 29887, HS-grad, 9, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 44, United-States, <=50K
53, Private, 126368, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 50, United-States, >50K
24, Private, 157894, Some-college, 10, Never-married, Handlers-cleaners, Own-child, Black, Male, 0, 0, 40, United-States, <=50K
50, Private, 145409, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 40, United-States, >50K
22, Private, 190968, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 2407, 0, 40, United-States, <=50K
45, Private, 408773, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, >50K
55, Self-emp-not-inc, 126117, HS-grad, 9, Widowed, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
45, Private, 155489, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, >50K
44, State-gov, 185832, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 46, United-States, >50K
27, Private, 213152, Some-college, 10, Never-married, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
25, Local-gov, 334267, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
43, Private, 64631, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 50, United-States, >50K
46, Local-gov, 170092, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 43, United-States, <=50K
53, Federal-gov, 271544, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, Black, Male, 0, 1977, 40, United-States, >50K
37, Local-gov, 397877, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K
51, Private, 115066, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 2547, 40, United-States, >50K
35, Self-emp-not-inc, 170174, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 7298, 0, 60, United-States, >50K
59, Private, 171015, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 34, United-States, <=50K
46, Private, 91262, Some-college, 10, Married-spouse-absent, Craft-repair, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 40, Philippines, <=50K
26, Federal-gov, 207537, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
29, Self-emp-not-inc, 116207, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 65, United-States, >50K
59, Private, 144071, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K
55, Private, 342121, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, <=50K
42, Private, 124692, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
47, Private, 147236, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
49, Private, 192894, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
45, Private, 241350, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 48, United-States, >50K
30, Private, 154882, Prof-school, 15, Widowed, Other-service, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K
22, Private, 142566, HS-grad, 9, Never-married, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
52, Private, 186303, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 55, Canada, >50K
40, Private, 237671, Some-college, 10, Married-civ-spouse, Tech-support, Wife, White, Female, 0, 0, 40, United-States, >50K
33, Private, 169496, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
21, ?, 205940, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 40, United-States, <=50K
22, Private, 195179, Some-college, 10, Never-married, Sales, Own-child, White, Male, 0, 0, 24, United-States, <=50K
52, Private, 72743, HS-grad, 9, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K
49, Local-gov, 37353, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
20, Private, 224640, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K
19, Private, 405526, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K
20, Private, 147884, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K
25, Private, 161007, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K
28, Private, 148645, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Female, 0, 0, 40, United-States, <=50K
39, Private, 180477, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 60, United-States, >50K
28, Private, 123147, Some-college, 10, Never-married, Tech-support, Not-in-family, White, Female, 4865, 0, 40, United-States, <=50K
30, Private, 111415, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K
47, Private, 284871, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1887, 40, United-States, >50K
21, Private, 250647, Some-college, 10, Never-married, Adm-clerical, Other-relative, White, Male, 0, 0, 30, Nicaragua, <=50K
60, Private, 226949, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 37, United-States, <=50K
29, Self-emp-not-inc, 104423, Some-college, 10, Married-civ-spouse, Exec-managerial, Other-relative, White, Male, 4386, 0, 45, United-States, >50K
38, Local-gov, 167440, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 20, United-States, <=50K
33, Private, 132601, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, <=50K
47, Private, 193285, HS-grad, 9, Married-civ-spouse, Other-service, Wife, Black, Female, 5013, 0, 40, United-States, <=50K
51, Private, 279156, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7298, 0, 40, United-States, >50K
35, Private, 185556, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1887, 40, United-States, >50K
53, Federal-gov, 84278, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 48, United-States, >50K
36, Private, 185405, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 50, United-States, >50K
32, Private, 155232, Bachelors, 13, Divorced, Protective-serv, Not-in-family, Black, Male, 0, 0, 60, United-States, >50K
45, Private, 126141, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
41, Private, 238355, 5th-6th, 3, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, Mexico, <=50K
30, Private, 80625, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
54, Private, 185407, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K
21, Private, 100462, Assoc-voc, 11, Never-married, Exec-managerial, Own-child, White, Female, 2174, 0, 60, United-States, <=50K
60, Self-emp-inc, 181196, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
36, Self-emp-not-inc, 37778, Masters, 14, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 70, United-States, <=50K
27, Private, 60288, Masters, 14, Never-married, Sales, Own-child, White, Female, 0, 0, 40, United-States, <=50K
29, Private, 168138, Bachelors, 13, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, >50K
31, Private, 131425, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
44, Self-emp-not-inc, 172479, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 15024, 0, 60, United-States, >50K
41, Local-gov, 26669, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
38, Private, 191479, Some-college, 10, Divorced, Exec-managerial, Own-child, Black, Female, 0, 0, 40, United-States, <=50K
64, State-gov, 111795, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, >50K
31, Private, 364657, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, Germany, >50K
23, Private, 283796, 12th, 8, Never-married, Machine-op-inspct, Other-relative, White, Male, 0, 0, 30, Mexico, <=50K
20, Private, 161092, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 14, United-States, <=50K
29, Private, 543477, Some-college, 10, Never-married, Adm-clerical, Own-child, Black, Female, 0, 0, 40, United-States, <=50K
27, Private, 214858, HS-grad, 9, Married-civ-spouse, Other-service, Own-child, White, Male, 0, 0, 40, United-States, <=50K
43, Private, 154076, Some-college, 10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, >50K
24, Private, 233499, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, >50K
36, Local-gov, 197495, Bachelors, 13, Divorced, Prof-specialty, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
23, Private, 227594, 12th, 8, Never-married, Machine-op-inspct, Own-child, White, Female, 0, 0, 40, United-States, <=50K
54, Private, 167552, 1st-4th, 2, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 40, Haiti, >50K
41, Private, 144778, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
54, State-gov, 103179, Doctorate, 16, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1902, 50, United-States, >50K
33, Private, 176185, 12th, 8, Divorced, Craft-repair, Not-in-family, White, Male, 0, 2258, 42, United-States, <=50K
61, Local-gov, 35001, 7th-8th, 4, Married-civ-spouse, Adm-clerical, Husband, White, Male, 2885, 0, 40, United-States, <=50K
34, Private, 226296, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, >50K
54, Private, 179291, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, Black, Male, 0, 0, 56, Haiti, >50K
30, Private, 122889, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, 50, India, >50K
49, Private, 176341, Bachelors, 13, Never-married, Tech-support, Unmarried, Asian-Pac-Islander, Female, 0, 0, 40, India, <=50K
67, Private, 257557, 7th-8th, 4, Married-civ-spouse, Transport-moving, Husband, Black, Male, 10566, 0, 40, United-States, <=50K
42, Local-gov, 177937, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, ?, <=50K
69, Self-emp-inc, 106395, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, >50K
32, Federal-gov, 97614, Some-college, 10, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
39, Private, 348521, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 2415, 99, United-States, >50K
19, Private, 106273, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 38, United-States, <=50K
22, Private, 219042, 10th, 6, Never-married, Machine-op-inspct, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
36, Private, 224566, Assoc-acdm, 12, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 1669, 45, United-States, <=50K
57, Private, 204751, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
59, Private, 258579, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 3103, 0, 35, United-States, >50K
29, Private, 263005, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, Germany, <=50K
42, Private, 369131, Assoc-acdm, 12, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 55, United-States, >50K
26, Private, 106705, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, Black, Male, 0, 0, 28, United-States, <=50K
58, Private, 34788, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 1887, 40, United-States, >50K
53, Local-gov, 86600, HS-grad, 9, Married-civ-spouse, Other-service, Husband, Black, Male, 0, 0, 40, United-States, <=50K
45, Private, 55720, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
38, Private, 186145, Some-college, 10, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 40, United-States, >50K
42, Self-emp-not-inc, 96524, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
24, Local-gov, 187397, Some-college, 10, Never-married, Protective-serv, Unmarried, Other, Male, 1151, 0, 40, United-States, <=50K
28, Self-emp-not-inc, 420054, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Italy, <=50K
44, Private, 101214, Bachelors, 13, Divorced, Sales, Unmarried, White, Male, 0, 0, 44, United-States, >50K
42, Local-gov, 213019, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, >50K
40, Private, 107306, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
26, Private, 195327, HS-grad, 9, Never-married, Sales, Own-child, White, Male, 0, 0, 40, United-States, <=50K
17, Private, 175465, 10th, 6, Never-married, Other-service, Own-child, White, Female, 0, 0, 14, United-States, <=50K
71, Self-emp-inc, 118119, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 20051, 0, 50, United-States, >50K
33, Private, 283921, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
50, Private, 158680, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
58, Private, 147707, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 60, United-States, >50K
47, Federal-gov, 44257, Bachelors, 13, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male, 0, 0, 60, United-States, >50K
51, Self-emp-inc, 194995, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K
42, State-gov, 345969, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 48, United-States, >50K
50, Private, 161438, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
60, Private, 225883, Some-college, 10, Widowed, Sales, Unmarried, White, Female, 0, 0, 27, United-States, <=50K
46, Self-emp-not-inc, 176319, HS-grad, 9, Married-civ-spouse, Sales, Own-child, White, Female, 7298, 0, 40, United-States, >50K
58, Self-emp-inc, 258883, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, >50K
47, Private, 202812, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, ?, >50K
51, Self-emp-not-inc, 135102, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 65, United-States, <=50K
47, Self-emp-not-inc, 102583, Bachelors, 13, Never-married, Sales, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K
46, Private, 203067, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
52, Local-gov, 100226, Bachelors, 13, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, >50K
40, Private, 63503, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
61, Private, 95929, 9th, 5, Divorced, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
61, Self-emp-not-inc, 92178, 11th, 7, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K
32, Local-gov, 209900, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 65, United-States, >50K
32, Self-emp-not-inc, 173854, Bachelors, 13, Divorced, Prof-specialty, Other-relative, White, Male, 0, 0, 35, United-States, >50K
53, Private, 324568, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K
29, Private, 211299, Assoc-voc, 11, Never-married, Sales, Not-in-family, Black, Male, 0, 0, 45, United-States, <=50K
48, Private, 192791, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
69, Private, 182862, HS-grad, 9, Never-married, Transport-moving, Not-in-family, White, Male, 15831, 0, 40, United-States, >50K
55, Local-gov, 31365, Bachelors, 13, Widowed, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, >50K
45, Private, 148171, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 15024, 0, 40, United-States, >50K
33, Private, 268571, Some-college, 10, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K
50, Private, 107265, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States, >50K
43, ?, 109912, Bachelors, 13, Married-civ-spouse, ?, Wife, White, Female, 0, 0, 7, United-States, >50K
36, Federal-gov, 153066, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
62, Self-emp-inc, 56248, Bachelors, 13, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 2415, 60, United-States, >50K
65, Private, 105252, HS-grad, 9, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, >50K
20, Private, 256504, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 6, United-States, <=50K
33, Private, 146440, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1740, 40, United-States, <=50K
57, ?, 155259, Some-college, 10, Divorced, ?, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
47, Self-emp-inc, 239321, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
62, Self-emp-inc, 134768, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 35, United-States, <=50K
27, Private, 47907, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 43, United-States, <=50K
36, State-gov, 37931, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 48, United-States, >50K
26, Private, 108542, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K
27, Private, 253814, Bachelors, 13, Married-civ-spouse, Tech-support, Wife, White, Female, 0, 0, 40, United-States, >50K
45, Private, 421412, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 45, United-States, >50K
19, Private, 138153, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 10, United-States, <=50K
51, Self-emp-inc, 183173, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 70, United-States, >50K
26, Private, 257405, 5th-6th, 3, Never-married, Farming-fishing, Other-relative, Black, Male, 0, 0, 40, Mexico, <=50K
43, Private, 397280, Assoc-acdm, 12, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States, >50K
20, Private, 38001, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 20, United-States, <=50K
46, Federal-gov, 332727, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
33, Private, 178449, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 49, United-States, <=50K
29, Private, 85572, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 42, United-States, >50K
27, Private, 83517, HS-grad, 9, Never-married, Transport-moving, Own-child, White, Male, 0, 0, 60, United-States, <=50K
23, Private, 322674, Some-college, 10, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
35, Local-gov, 211073, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 61, United-States, >50K
30, Private, 194901, HS-grad, 9, Never-married, Sales, Other-relative, White, Male, 0, 0, 40, United-States, <=50K
30, Private, 196385, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 35, United-States, >50K
22, ?, 110622, Bachelors, 13, Never-married, ?, Own-child, Asian-Pac-Islander, Female, 0, 0, 15, Taiwan, <=50K
40, Self-emp-not-inc, 175943, Assoc-voc, 11, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 1977, 15, United-States, >50K
23, Private, 198992, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 35, United-States, <=50K
48, Private, 190072, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 50, United-States, >50K
29, Private, 49087, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
41, Private, 126622, 11th, 7, Divorced, Handlers-cleaners, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
34, Private, 118605, Assoc-acdm, 12, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 55, United-States, <=50K
41, Private, 103980, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 52, United-States, <=50K
30, Private, 207668, Bachelors, 13, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 60, Hungary, <=50K
44, Federal-gov, 320071, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
35, Private, 273612, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
26, Private, 354784, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 20, United-States, <=50K
44, Private, 198096, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 7688, 0, 40, United-States, >50K
54, Self-emp-inc, 298215, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
38, Private, 368140, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
